track_id,track_name,track_artists
4ApCig0GTR4IEp7Ijsyo3r,Arjan Vailly,"Manan Bhardwaj,Bhupinder Babbal"
133L8gUatgtOGZUn5PH20C,Hua Main,"Raghav Chaitanya,Manoj Muntashir,Pritam"
2zDYPNUwclRPsRgsy8ziwI,Papa Meri Jaan,"Sonu Nigam,Harshavardhan Rameshwar,Raj Shekhar"
066knGFDGi4wYLoBh4sFLY,Main Bhi Nahi Soya,"Arijit Singh,Vishal-Shekhar"
6IR6mzRO60hnMjNoq8rCPE,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav,Tanishk Bagchi,Asees Kaur"
77gskLti3ilCnuwlDq0m8j,"Phir Kabhi (From ""M.S.Dhoni - The Untold Story"")",Arijit Singh
6gwnKOvdBKkTU4CQ7KpIAu,"Bandeya - From ""Dil Juunglee""","Shaarib Toshi,Arijit Singh"
7mSzDKajY2wUtstQSLdzMK,Rang Lageya,"Mohit Chauhan,Rochak Kohli"
2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi,Jubin Nautiyal,Asees Kaur"
5NdVbWjNxxzv3SMxtINLu2,"Nai Lagda (From ""Notebook"")","Vishal Mishra,Asees Kaur"
31kHXAWLHAjE3STuapEIyI,O Saathi,Arijit Singh
3JUmNYQyJKeRq2a3RR8K71,"Ijazat (From ""One Night Stand"")","Meet Bros.,Arijit Singh"
53DXM0bHfB7xkqJZYlksuh,Kaise Mujhe,"Benny Dayal,Shreya Ghoshal"
5pQODzb8j3xMQ1qvrQXJvo,Laung Da Lashkara,"Mahalakshmi Iyer,Hard Kaur,Jassi"
2pR0sWcRylkkNJtvMjYL18,Tu Mohabbat Hai,"Atif Aslam,Monali Thakur,Priya Saraiya,Sachin-Jigar"
3Gik3G1E5qVcOFYFXccoha,Ajnabi,"Mohit Chauhan,Shreya Ghoshal"
7hNYvX0qAKrxtVr1jGDmvR,Gallan Goodiyaan,"Yashita Sharma,Manish Kumar Tipu,Farhan Akhtar,Shankar Mahadevan,Sukhwinder Singh"
5GpK2be6lGPawut1iSqOKN,Ya Rabba,Kailash Kher
5C10OXEl9FAz4hcktww0le,Rihaayi De,A.R. Rahman
6onrKush01FO9MfXfltHWW,Choti Si Chiraiya,"A.R. Rahman,Kailash Kher"
0Gja8zsgCA3QqCCdt33GL5,Rock A Bye Baby,"A.R. Rahman,Julia Gartha,Khatija Rahman"
1O5mTSQa0sCce9ghhDqIZl,Jashn-E-Bahaaraa,"A.R. Rahman,Javed Ali"
0OGWPZujUqgF5ER4iSg2Qp,Mann Bharryaa 2.0,"B Praak,Jaani"
2ufLEVbzvEcJ3subW8jBUp,Lut Gaye,"Jubin Nautiyal,Tanishk Bagchi,Manoj Muntashir,Nusrat Fateh Ali Khan"
3P167vmmGRGKHoy7uDugvy,Itni Si Baat Hain,"Pritam,Arijit Singh,Antara Mitra"
3NRVxFOsRljsl8YVpFC8PW,Hasina Pagal Deewani,"Mika Singh,Asees Kaur"
1d8Wa9vbUEPDcSVUODLuX3,Ishq Hi Hai Rab,"Sonu Nigam,Shreya Ghoshal"
1wfmYC9gDGU5wp2LVrVSgx,Har Har Gange,"Arijit Singh,Siddharth-Garima"
3vjkllvtOIKpVvXSWsu1ta,Tu Hai,"A.R. Rahman,Sanah Moidutty"
1gEHNfJRSXpDVaEicwRRfe,Zinda,Amit Trivedi
3O9yuuwFSe9l6PUn5CovQM,"Lag Ja Gale (From ""Bhoomi"")","Rahat Fateh Ali Khan,Sachin-Jigar"
4YiG4XMkaStRuvErMMvRv2,Hans Mat Pagli,"Sonu Nigam,Shreya Ghoshal,Siddharth - Garima"
7CY0CmCpSglfUKCBOOiRfw,Illegal Weapon 2.0,"Jasmine Sandlas,Garry Sandhu"
31d3tVd82tx2sjA2VQ3PMZ,Lagdi Lahore Di,"Guru Randhawa,Tulsi Kumar"
4H5KzyUiJBDulnNBClGAai,High Rated Gabru,Guru Randhawa
73y649QhnXdcm6fRdvfraO,Abhi Mujh Mein Kahin,"Ajay-Atul,Sonu Nigam"
15gS3AvoWjgwLGcZ0aKn34,"Shukriya (Rendition) (From ""Sadak 2"")","Jeet Gannguli,Arijit Singh,Jubin Nautiyal,KK"
0tpwqQhdfJXRcUDSNRjb9O,"Mere Yaaraa (From ""Sooryavanshi"")","Arijit Singh,Neeti Mohan,Rashmi Virag"
1DsQyEshUaan0BBb7fUQHr,Tere Binaa,Mustafa Zahid
5O9jxRlG72h1sYxtqWwUcF,Shiddat Title Track,Manan Bhardwaj
7x6x9UbIh0yEYxnVzhEsdr,Ishq Kamaal,"Suniljeet,Javed Ali"
2cC4DfpPa7x1QZTKQpe3TP,"Tumse Bhi Zyada (From ""Tadap"")","Pritam,Arijit Singh"
2wJ9d1Gfj8OqcznPAroqvh,Lo Maan Liya,Arijit Singh
0oyXtweTvTKBU8YlQFma0G,"Salamat (From ""Sarbjit"") (feat. Arijit Singh, Tulsi Kumar)","Amaal Mallik,Arijit Singh,Tulsi Kumar"
3BihWIQQasks0bzaSwhCjT,Aaj Jane Ki Zid Na Karo,Monu Music India
6nDFhdxDZBbwEDbsJYVdqS,"Marjaawaan (From ""BellBottom"")","Gurnazar,Asees Kaur"
2RKGtM8v2JM72Gyo1wLmgg,Khyaal Rakhya Kar,"Neha Kakkar,Rajat Nagpal"
5q0pLxhyHvZXnYxaygt2Az,Dekho Na,"Jatin-Lalit,Sonu Nigam,Sunidhi Chauhan,Prasoon Joshi"
3gc2Rho0Tn8i4LBgf6f2O5,"Soch Liya (From ""Radhe Shyam"")","Mithoon,Arijit Singh,Manoj Muntashir"
2TKBCWeVnjdyzOL4xgYLmo,Tumhein Mohabbat Hai,Arijit Singh
5x72Q1SyiDHJ4IF2mRzfkg,"Gali Gali (From ""Kgf Chapter 1"")","Neha Kakkar,Tanishk Bagchi"
3gOXq3FPPesm7VLPKmef6j,Rait Zara Si,"Arijit Singh,Shashaa Tirupati"
4uLG79ROWYEXx1kJvDVbWI,Tere Rang,"Haricharan,Shreya Ghoshal"
6LnYnH5LDghjZyQN6bZqx2,Little Little,"Dhanush,Hiral Viradia"
3uB5tJRp4tBbYTYvuTW2iT,Garda,Daler Mehndi
7sVEoPc5ZUUQerRkgTypUZ,"Srivalli (From ""Pushpa The Rise Part - 01"")","Javed Ali,Devi Sri Prasad"
44O26Gv1wQrlUj14PpTolM,"Halka Halka (From ""Fanney Khan"")","Sunidhi Chauhan,Divya Kumar,Amit Trivedi"
7I6mwEFQwpTu5ciVZWFpd4,"Aashiqui Aa Gayi(From ""Radhe Shyam"")","Mithoon,Arijit Singh"
5urYiIXu1ZhfMAOsp7WDTc,"Dil Ko Karaar Aaya (From ""Sukoon"")","Yasser Desai,Neha Kakkar,Rajat Nagpal"
4SmMVj2SnYXPA2M9LhtCnO,"Mitra Re - From ""Runway 34""","Arijit Singh,Jasleen Royal"
1QhcBKt0schkJBhiZx6lxn,Hum Dum,Ankit Tiwari
1XJxfmKVIddQhlaTkAnJui,Tera Mera Rishta,"Tanishk Bagchi,KK,Shreya Ghoshal"
6LZ48tHxZ9XZSzuDS6CBdK,Aye Dil Bata,Arijit Singh
1AJbp5eBB9UABCMMmjXNW6,Makhmali,"Shankar-Ehsaan-Loy,Arijit Singh,Shreya Ghoshal,Varun Grover"
7uxL87sR0eqdTRYvDaKg7F,"Mehram (From ""Dr. Arora"")","Arijit Singh,Niladri Kumar"
0iQhIfgP3yHKxfjnyq4VsW,Maiyya Mainu,Sachet Tandon
324Y55zUTRSMdtFwc91csa,Firecracker,"Vishal-Shekhar,Vishal Dadlani,Shekhar Ravjiani,Kumaar,Vayu"
4Zzw8CESa97fNrmrvEdIuL,"Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")","Pritam,Arijit Singh,Amitabh Bhattacharya"
6h6kOAlIeWdsqNopumppU5,"Kitni Haseen Hogi (From ""Hit - The First Case"")","Mithoon,Arijit Singh,Sayeed Quadri"
0XMgDXVvDen04Rl0iB1YNr,Ami Je Tomar (Kartik X Vidya),"Pritam,Arijit Singh,Shreya Ghoshal"
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Pritam,Arijit Singh,Amitabh Bhattacharya"
7Lcp4QlpR3RDngYejm4fmS,"Kahani (From ""Laal Singh Chaddha"")","Pritam,Mohan Kannan,Amitabh Bhattacharya"
7eNSk0grNnO7MqjLZzs6MM,Fitoor,"Mithoon,Arijit Singh,Neeti Mohan,Karan Malhotra"
59vvMsB3ku27QTfYcgrsV5,"Sun Bhi Le (From ""Ittu Si Baat"")","Arijit Singh,Vishal Mishra"
5X5db3FrBOHbibrFKA02MQ,"Chashni (From ""Bharat"")","Abhijeet Srivastava,Vishal-Shekhar"
2aV8nAkyt5nsWdQTruzgmJ,Dhokha,"Arijit Singh,Manan Bhardwaj,Khushalii Kumar"
4blqlsA1uf2d2I40E90EUC,"Tere Hawaale (From ""Laal Singh Chaddha"")","Pritam,Arijit Singh,Shilpa Rao"
0zlGnseLGzRIBA0TJcb3Bo,"Manike (From ""Thank God"")","Yohani,Jubin Nautiyal,Tanishk Bagchi,Rashmi Virag,Surya Ragunaathan"
0DXfJ2iKRDEG7rPgssWFea,"Rangisari (From ""Jugjugg Jeeyo"")","Kanishk Seth,Kavita Seth"
07LoKRXvbZlTQeZbA8ftBG,"Chalte Chalte (From ""Mitron"")","Atif Aslam,Tanishk Bagchi"
4lmtILzOIIvOzMBPMUzvKx,"Heer Raanjhana (From ""Bachchhan Paandey"")","Amaal Mallik,Arijit Singh,Shreya Ghoshal"
7CdABTaND3EW5cETakiBD3,"Say ""Shava Shava""","Aadesh Shrivastava,Sudesh Bhosle,Alka Yagnik,Sunidhi Chauhan,Amitabh Bachchan,Udit Narayan"
4Hv055xg1SZZgwwGBx8Cr5,"Rasiya (From ""Brahmastra"")","Pritam,Shreya Ghoshal,TUSHAR JOSHI"
0XCtA9pYB0aOciPzrJpkAK,Tu Chale,"Arijit Singh,Shreya Ghoshal"
5L70RGPJEdooqtrgR7vd6U,Hum Nashe Mein Toh Nahin,"Pritam,Arijit Singh,Tulsi Kumar"
2lBUQZ02ThdGSs4pZBE1NE,Kaala Jaadu,"Pritam,Arijit Singh,Nikhita Gandhi"
1yYM7dY6wSJFp5qmxPRLu1,Main Rang Sharbaton Ka,"Atif Aslam,Chinmayi,Pritam"
2d7RKC6qkKnILezszanADq,Vairaagi,"Madhubanti Bagchi,Siddarth Amit Bhavsar"
1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane
1XpAZlfENlrHalIvuhAp9R,Moon,Jonah Kagen
1JCCdiru7fhstOIF4N7WJC,Amnesia,5 Seconds of Summer
5A3fPy30SN2wuzrahpcxvV,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer
5qrSlOut2rNAWv3ubArkNy,Be Alright,Dean Lewis
1bQhZOoXYqjXs7u7rFXo0h,You & Me,James TW
47GyYwSDBMydOfZWazUbZP,You Set My World On Fire,"Loving Caliber,Selestine"
6Pg2d0AVVP63OPF6COHll6,I Am Yours,Andy Grammer
2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Lukas Graham
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo,Disney"
77MdvMx9L4ZQuLhhn3o21h,If the World Was Ending (feat. Julia Michaels),"JP Saxe,Julia Michaels"
60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,Lewis Capaldi
1UReO1X8z8qcZRXXzly6FB,Arcade,Duncan Laurence
16XiTUC2rQvb5lmtOm3FYY,Us,James Bay
7LyBwug9tJgbaEzRCqtY78,Put A Little Love On Me,Niall Horan
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele
0vzSAyinyA619ZbrOaAi04,Steal My Love,Dan + Shay
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","Dan + Shay,Justin Bieber"
3JE04xcSOB8zuUzzazuaDj,broken,Jonah Kagen
5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift
0lQaP3ttoUjMprcvRu3yeI,Always,Isak Danielson
2wHA4yJKT8TJhGz20QxUqX,Tell Me That You Love Me,James Smith
3H3r2nKWa3Yk5gt8xgmsEt,This City,Sam Fischer
4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE
1ugQtcwmKOXvKAYzhjncmv,Half A Man,Dean Lewis
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,"A Great Big World,Christina Aguilera"
6T7Z0YRT0cHxkhmcNkkqSf,Never Give Up on Us,Connie Talbot
31fMJwgrgNdk1IbWZEchX2,Love You Still (abcdefu romantic version),Tyler Shaw
6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran,Taylor Swift"
0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,"Jeremy Zucker,Chelsea Cutler"
0sem2PTbwYJdCHoDn487TE,Favorite T-Shirt (Acoustic),Jake Scott
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber"
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji
7GgWAITsYJaRM3r50rfh5w,When We Were Young,Adele
2GjQ5KNXggsIRpx5ZUj2zX,Her,Anne-Marie
4yNk9iz9WVJikRFle3XEvn,golden hour,JVKE
4laAKIq9ZxBCwf99rauPYb,Remember,"Becky Hill,David Guetta"
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars
440H25G5ApUQu9YIRnGh6L,It's Always Been You,Caleb Hearn
6vfZSkjmzjo6q5BhkWSRxY,Some Days,Brent Morgan
12OLyHDxt6dqlAybSPFBK3,Forever,Lewis Capaldi
1WcQiTDAFmHoldyEGAfA5w,glad you're settling,Jessica Baio
1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra
6q9XTgfWilsnyiFofvYrIF,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Badshah,Neha Kakkar,Varun Dhawan"
28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar,Parampara Tandon,Tanishk Bagchi"
7IAJzec1UxGYmNvbPTHbxx,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen,Vishal Dadlani"
0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")","Vishal-Shekhar,Arijit Singh,Shilpa Rao,Kumaar"
48pyUxg9RYuwie5M9R7qRn,Sooraj Dooba Hain,"Arijit Singh,Aditi Singh Sharma"
67ZZqOrQH4Bshguxw9GPkh,Let's Nacho,"Nucleya,Benny Dayal,Badshah"
1dxbiVeiV7nQ2V9qXnhJiB,Buddhu Sa Mann,"Amaal Mallik,Armaan Malik"
3ctaMit7CuiHIPVYrRvm15,Raat Bhar,"Arijit Singh,Shreya Ghoshal"
29GEhH79MHH2wzB7FXRQ2R,"Tu Meri (From ""Bang Bang"")","Vishal-Shekhar,Vishal Dadlani"
5R7HpWXej6SiCrd9YJsC5g,Bang Bang,"Vishal-Shekhar,Benny Dayal,Neeti Mohan"
7MvQQGqYE4r0ucTarmI2Gr,Saturday Saturday,"Shaarib Toshi,Badshah,Indeep Bakshi,Akriti Kakar"
7BjQd0sfYsMGVrTpRdBNTT,The Breakup Song,"Pritam,Arijit Singh,Badshah,Jonita Gandhi,Nakash Aziz"
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,"Pritam,Mika Singh,Shefali Alvares"
0rUN8ascPVT9iiLzC5ocPw,Abhi Toh Party Shuru Hui Hai,"Badshah,Aastha Gill"
4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,"Himesh Reshammiya,Vineet Singh,Aaman Trikha"
7bFx4We3iNjxmIxXBxou1G,First Class,"Arijit Singh,Neeti Mohan"
6qCNaRRr5xJALfNJvh0NAw,Bom Diggy Diggy,"Zack Knight,Jasmin Walia"
4cFwhwH5ydnHgB0Tv3lZsm,"O Saki Saki (From ""Batla House"")","Neha Kakkar,Tulsi Kumar,B Praak,Tanishk Bagchi,Vishal-Shekhar"
7r8QeC6Uy3AbIXqH7W9y0K,Kaun Nachdi,"Guru Randhawa,Neeti Mohan"
52uiJsA4FrtAZlgqxCJwJI,"Milegi Milegi (From ""Stree"")","Mika Singh,Sachin-Jigar"
63MvWd6T6yoS7h4AJ4Hjrm,"Aankh Marey (From ""Simmba"")","Neha Kakkar,Mika Singh,Kumar Sanu,Tanishk Bagchi"
5G1H1Im43gBwssOH8XlnNU,"Poster Lagwa Do (From ""Luka Chuppi"")","Mika Singh,Sunanda Sharma,Nikhita Gandhi,White Noise Studios,Dilip Sen- Sameer Sen"
6fScgF2Y63ScU73nYju0ny,O Saathi,"Atif Aslam,Arko"
4f5kLqyOJ5ZPnalEVMQrB2,"Tere Bin (From ""Simmba"")","Rahat Fateh Ali Khan,Asees Kaur,Tanishk Bagchi"
0AxJl3J0idAYqxZtgICDPC,"Gerua (From ""Dilwale"")","Pritam,Arijit Singh,Antara Mitra"
1I0kolhBfYfVRjwRKU6k3B,"Samjhawan (From ""Humpty Sharma Ki Dulhania"")","Jawad Ahmad,Shaarib Toshi,Arijit Singh,Shreya Ghoshal"
2O5PnD43mLuLlb31FO6Nee,"Khamoshiyan (From ""Khamoshiyan"")","Jeet Gannguli,Arijit Singh"
6CZE7mbJNlfxJrEbwFiy4U,"Janam Janam (From ""Dilwale"")","Pritam,Arijit Singh,Antara Mitra"
2ILhVeTkbDAYEvesCCBsNo,Tumhi Dekho Naa,"Shankar-Ehsaan-Loy,Sonu Nigam,Alka Yagnik"
4ZTx87kAgEwlPMzoojFZWg,Tera Yaar Hoon Main,"Rochak Kohli,Arijit Singh"
71mh0CZeq6Ku6K0AJRxJWZ,"Piya O Re Piya (From ""Tere Naal Love Ho Gaya"")","Atif Aslam,Shreya Ghoshal"
6k3XXCE1ZzwevQlxf8dNaw,Love You Zindagi,"Amit Trivedi,Jasleen Royal"
2UGhg8kZPwn9Aofl1083N4,Shaayraana,"Pritam,Arijit Singh"
43GfQ1SC17rBWiHkOtdwK8,Jab Koi Baat - Recreated,"Atif Aslam,Shirley Setia,Dj Chetas"
2G5T1Uooo6RDYLAmc7Zpqm,Chammo,"Sohail Sen,Sukhwinder Singh,Shreya Ghoshal,Shadab Faridi"
2xbvLQBFW7E9232BwMBljb,Badri Ki Dulhania (Title Track),"Dev Negi,Neha Kakkar,Monali Thakur,Ikka"
5sqPE9h98DkO5ms20NUiUg,Tamma Tamma Again,"Bappi Lahiri,Anuradha Paudwal,Badshah"
342pJxy678kgQrZXCL9RG7,Urvashi,Yo Yo Honey Singh
6lfSsCL894Qw15xbt7cSUy,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani,Benny Dayal"
3Qpk2qHree1RTH5lZaKnEK,Desi Girl,"Vishal-Shekhar,Shankar Mahadevan,Sunidhi Chauhan,Vishal Dadlani"
0mNeOrlNl8zvnBxhElDmjf,Aashiq Surrender Hua,"Amaal Mallik,Shreya Ghoshal"
0dTjGvzVRsvUjM9jJVWEDK,Palat - Tera Hero Idhar Hai,Arijit Singh
7wVuc5To4LyVZvZllNSlpB,Lucky Tu Lucky Me,"Sachin-Jigar,Benny Dayal,Anushka Manchanda,Varun Dhawan"
5L9gWUx3Ystgb42kn3AF0i,Saturday Saturday,"Shaarib Toshi,Badshah,Indeep Bakshi,Akriti Kakar"
02ChyNqDE1nEJacyj2i2eQ,Lift Teri Bandh Hai,"Anu Malik,Neha Kakkar"
1f3GOFy8WQ3ab4GP7c26QR,Aa Toh Sahi,"Meet Bros.,Neha Kakkar,Roach Killa"
06wmFmUzR15wlWpjTYwVTr,Chalti Hai Kya 9 Se 12,"Dev Negi,Neha Kakkar"
6f7zyAEUCZuvX4Zty62Z5o,Radha,"Vishal-Shekhar,Shreya Ghoshal,Udit Narayan,Vishal Dadlani,Shekhar Ravjiani"
3UaP2PQwhA31keZXt7oPLA,The Disco Song,"Vishal-Shekhar,Benny Dayal,Sunidhi Chauhan,Nazia Hassan"
2dZyFNtUz3IIBzUZmSu5z8,Toh Dishoom,"Pritam,Raftaar,Shahid Mallya"
54SQet8YMttOgTqDNGcGpe,Sau Tarah Ke,"Pritam,Jonita Gandhi,Amit Mishra"
7iLA6PQeQWRjLDHOJgGpj5,"Gerua (From ""Dilwale"")","Pritam,Arijit Singh,Antara Mitra"
6emsLWJ2bu8vCP7BslV76d,"Manma Emotion Jaage (From ""Dilwale"")","Pritam,Amit Mishra,Anushka Manchanda,Antara Mitra"
4km0RUkMMFdx8iDuq36o2w,Janam Janam,"Pritam,Arijit Singh,Antara Mitra"
3pHPp1FnboJDh8HRCGrj9i,Premika,"Pritam,Benny Dayal,Kanika Kapoor"
5swv4r5dYNHhsL54jGqmn8,Tukur Tukur,"Pritam,Arijit Singh,Neha Kakkar,Kanika Kapoor,Siddharth Mahadevan,Nakash Aziz"
4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,"Pritam,Benny Dayal,Shefali Alvares"
3W1XPf7mvuQcWQB7U7MbTM,Dilliwaali Girlfriend,"Pritam,Arijit Singh,Sunidhi Chauhan"
5YY8EsBdUYAg1NJQIvgCEj,Ghagra,"Pritam,Rekha Bhardwaj,Vishal Dadlani"
18e3XXYCv4Tx8uUl1mP3CN,Balam Pichkari,"Pritam,Vishal Dadlani,Shalmali Kholgade"
5beP0jhGEjYjd485eBczvZ,The Jawaani Song,"Vishal-Shekhar,Vishal Dadlani,Payal Dev,Kishore Kumar"
4tjLYTXFqZhkUDga4bQ0yl,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar,Dhvani Bhanushali,Ikka,Tanishk Bagchi"
6oDHAjaJJjwwgoAuMIeY9K,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","Neha Kakkar,Yash Narvekar,Tanishk Bagchi"
2AjGLmuZK1fu21n1IpB9RU,Swag Se Swagat,"Vishal-Shekhar,Julius Packiam (Tiger Theme),Vishal Dadlani,Neha Bhasin,Irshad Kamil"
5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,"Vishal-Shekhar,Atif Aslam,Irshad Kamil"
4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")","Darshan Raval,Asees Kaur,Lijo George-Dj Chetas"
5O932cZmzOZGOGZz9RHx20,Khairiyat,"Pritam,Arijit Singh"
